X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.0070811429784,38.8764898353658,24009865,2024/01/21 01:59:58+00,EVENING,OTHERS,THEFT F/AUTO,50 - 55 BLOCK OF M STREET SE,399385.75,134294.65,6,8F,1,106,Cluster 27,007202 1,007202,Precinct 131,38.8764820522,-77.0070788587,CAPITOL RIVERFRONT,2024/01/20 19:35:00+00,2024/01/20 21:31:00+00,491568846,
-76.9977415644643,38.8623764127445,24010083,2024/01/21 09:05:34+00,MIDNIGHT,OTHERS,THEFT F/AUTO,SUITLAND PARKWAY SE AND FIRTH STERLING AVENUE SE,400196.20671814,132727.9342006,8,8C,7,703,Cluster 37,007401 1,007401,Precinct 119,38.8623686321,-76.9977392837,,2024/01/21 08:07:00+00,2024/01/21 08:30:00+00,491568847,
-77.040093352533,38.907249287097,24010096,2024/01/21 09:21:02+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF N STREET NW,396522.7,137709.93,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 15,38.9072414989,-77.0400910561,,2024/01/21 06:20:00+00,2024/01/21 07:15:00+00,491568848,
-77.0126336071336,38.9565953334824,24011157,2024/01/23 17:07:51+00,DAY,KNIFE,THEFT/OTHER,100 - 199 BLOCK OF KENNEDY STREET NW,398905.18,143187.08,4,4B,4,406,Cluster 17,002102 3,002102,Precinct 57,38.9565875344,-77.0126313162,,2024/01/23 14:59:00+00,2024/01/23 16:00:00+00,491568849,
-77.0101664072662,38.8252071935864,24011613,2024/01/24 13:09:39+00,DAY,OTHERS,MOTOR VEHICLE THEFT,20 - 199 BLOCK OF FORRESTER STREET SW,399117.4,128601.94,8,8D,7,708,Cluster 39,009807 2,009807,Precinct 126,38.8251994209,-77.0101641251,,2024/01/24 03:58:00+00,2024/01/24 11:00:00+00,491568850,
-77.0265164912511,38.899824777953,24011741,2024/01/24 18:25:08+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF H STREET NW,397700.05,136885.32,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8998169908,-77.0265141995,DOWNTOWN,2024/01/24 17:40:00+00,2024/01/24 17:41:00+00,491568851,
-77.040877886926,38.9238776823034,24011750,2024/01/24 23:41:16+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,,,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2024/01/24 17:48:00+00,2024/01/24 18:50:00+00,491568852,
-77.0043554244877,38.8770121856549,24011897,2024/01/24 23:54:37+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,8,8F,1,106,Cluster 27,007203 1,007203,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2024/01/24 21:33:00+00,2024/01/24 22:07:00+00,491568853,
-76.9986027983835,38.9098593005389,24012124,2024/01/25 09:41:13+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF 4TH STREET NE,400121.38,137998.9,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9098515103,-76.9986005147,,2024/01/25 08:33:00+00,,491568854,
-76.9926465807094,38.8968634447081,24012645,2024/01/26 08:39:36+00,MIDNIGHT,KNIFE,ROBBERY,510 - 599 BLOCK OF 10TH STREET NE,400638.09,136556.28,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,38.8968556569,-76.9926442997,,2024/01/26 05:40:00+00,2024/01/26 08:40:00+00,491568855,
-77.0055525588776,38.9462261001135,24012700,2024/01/26 17:36:30+00,DAY,OTHERS,BURGLARY,4520 - 4599 BLOCK OF FORT TOTTEN DRIVE NE,399518.86,142035.94,5,5A,4,405,Cluster 19,009510 1,009510,Precinct 44,38.9462183028,-77.0055502708,,2024/01/25 16:30:00+00,2024/01/25 17:00:00+00,491568856,
-77.0051074547402,38.8488494077999,24012820,2024/01/26 19:30:24+00,DAY,OTHERS,MOTOR VEHICLE THEFT,200 - 224 BLOCK OF NEWCOMB STREET SE,399556.84,131226.35,8,8C,7,707,Cluster 39,010400 2,010400,Precinct 123,38.8488416301,-77.0051051727,,2024/01/26 16:49:00+00,2024/01/26 18:04:00+00,491568857,
-77.0954037647864,38.9162910504953,24028033,2024/02/23 13:19:23+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4812 - 4859 BLOCK OF MACARTHUR BOULEVARD NW,391726.4,138717.2,3,3D,2,205,Cluster 13,000804 2,000804,Precinct 8,38.9162832626,-77.0954014505,,2024/02/22 21:30:00+00,2024/02/23 12:30:00+00,491568884,
-76.9469671468099,38.8933572691211,24028496,2024/02/24 08:59:50+00,MIDNIGHT,OTHERS,THEFT/OTHER,300 - 499 BLOCK OF 40TH STREET NE,404600.899906223,136168.377435795,7,7F,,,Cluster 32,009603 2,009603,Precinct 102,38.8933494806,-76.9469648801,,2024/02/24 01:10:00+00,2024/02/24 01:15:00+00,491568885,
-77.0514068694978,38.9062596134747,24028586,2024/02/24 12:51:07+00,DAY,OTHERS,SEX ABUSE,1200 - 1299 BLOCK OF 24TH STREET NW,395541.36,137600.56,2,2A,2,207,Cluster 5,005501 1,005501,Precinct 4,38.9062518259,-77.0514045696,,2024/02/24 08:37:00+00,2024/02/24 11:38:00+00,491568886,
-77.0098568621998,38.8792939168691,24028819,2024/02/25 01:46:55+00,EVENING,OTHERS,THEFT/OTHER,2 - 49 BLOCK OF I STREET SW,399144.927709159,134605.946618345,6,6D,1,105,Cluster 9,010500 5,010500,Precinct 128,38.8792861334,-77.0098545768,SOUTHWEST,2024/02/24 21:29:00+00,2024/02/24 21:50:00+00,491568887,
-77.0229480178129,38.9172442527756,24029074,2024/02/25 10:55:59+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2024/02/25 08:12:00+00,2024/02/25 08:52:00+00,491568888,
-77.0078464015482,38.9103703588646,24029441,2024/02/26 02:33:36+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF PORTER PLACE NE,399319.67,138055.66,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,38.9103625689,-77.0078441149,NOMA,2024/02/26 01:30:00+00,2024/02/26 02:00:00+00,491568889,
-77.0043493394632,38.8792784277888,24029540,2024/02/26 23:31:52+00,EVENING,OTHERS,THEFT F/AUTO,110 - 199 BLOCK OF I STREET SE,399622.81,134604.19,8,8F,1,106,Cluster 27,007203 3,007203,Precinct 131,38.8792706439,-77.0043470558,CAPITOL RIVERFRONT,2024/02/26 01:00:00+00,2024/02/26 10:30:00+00,491568890,
-77.0028164343247,38.8370544104193,24029616,2024/02/26 17:39:41+00,DAY,GUN,THEFT/OTHER,3700 - 3799 BLOCK OF 2ND STREET SE,399755.674045726,129917.015061994,8,8D,7,707,Cluster 39,009803 1,009803,Precinct 124,38.8370466347,-77.0028141532,,2024/02/26 14:31:00+00,2024/02/26 16:32:00+00,491568891,
-77.0639981993966,38.9051588796792,24029675,2024/02/26 19:33:41+00,DAY,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.9051510928,-77.0639958956,,2024/02/26 16:29:00+00,2024/02/26 18:38:00+00,491568892,
-77.0020397336537,38.9025218996669,24030117,2024/03/01 20:32:59+00,EVENING,GUN,ROBBERY,K STREET NE AND 3RD STREET NE,399823.27001379,137184.39001274,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 83,38.9025141112,-77.0020374492,NOMA,2024/02/27 09:15:00+00,2024/02/27 09:30:00+00,491568893,
-77.0457787508421,38.9010188212087,24030323,2024/02/27 19:32:07+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF PENNSYLVANIA AVENUE NW,396029.23,137018.53,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,38.9010110345,-77.045776453,,2024/02/27 17:43:00+00,2024/02/27 17:47:00+00,491568894,
-77.0058886080353,38.9031316346837,24030639,2024/02/28 08:43:08+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1000 - 1099 BLOCK OF 1ST STREET NE,399489.42,137252.09,6,6E,5,501,Cluster 25,010603 3,010603,Precinct 144,38.9031238461,-77.0058863225,NOMA,2024/02/28 05:14:00+00,2024/02/28 06:37:00+00,491568895,
-76.9860319378937,38.9142215739555,24030671,2024/02/28 09:41:24+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1300 - 1399 BLOCK OF OKIE STREET NE,401211.6,138483.24,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9142137824,-76.9860296578,,2024/02/28 08:15:00+00,2024/03/28 07:45:00+00,491568896,
-76.9833173820508,38.8449082154147,24035777,2024/03/09 01:43:51+00,EVENING,OTHERS,THEFT/OTHER,3315 - 3399 BLOCK OF 15TH STREET SE,401448.43,130788.97,8,8E,7,705,Cluster 38,007304 3,007304,Precinct 120,38.8449004377,-76.9833151071,,2024/03/08 22:21:00+00,2024/03/09 00:35:00+00,491568897,
-76.9372536380768,38.8891016963331,24035897,2024/03/09 05:04:48+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,4510 - 4549 BLOCK OF BENNING ROAD SE,405443.89,135696.51,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 104,38.889093908,-76.9372513747,,2024/03/09 02:28:00+00,2024/03/10 04:00:00+00,491568898,
-76.9681677430358,38.8620330712808,24037000,2024/03/12 18:02:43+00,DAY,OTHERS,THEFT/OTHER,2200 - 2226 BLOCK OF TOWN CENTER DRIVE SE,402762.92,132690.3,7,7B,6,606,Cluster 35,007604 3,007604,Precinct 113,38.8620252896,-76.9681654717,,2024/03/10 07:54:00+00,2024/03/11 16:33:00+00,491568899,
-76.9469671468099,38.8933572691211,24037260,2024/03/11 22:56:58+00,EVENING,OTHERS,THEFT/OTHER,300 - 499 BLOCK OF 40TH STREET NE,404600.899906223,136168.377435795,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8933494806,-76.9469648801,,2024/03/11 21:49:00+00,2024/03/11 22:45:00+00,491568900,
-77.004190298014,38.9087265243303,24038235,2024/03/13 17:35:55+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 149 BLOCK OF FLORIDA AVENUE NE,399636.76,137873.16,5,5F,5,501,Cluster 23,008702 3,008702,Precinct 75,38.9087187345,-77.0041880126,NOMA,2024/03/09 17:00:00+00,2024/03/13 17:40:00+00,491568901,
-77.0297064133704,38.9434715068325,24038444,2024/03/14 02:19:12+00,EVENING,OTHERS,THEFT/OTHER,4200 - 4499 BLOCK OF 13TH STREET NW,397424.92,141730.56,4,4C,4,404,Cluster 18,002501 1,002501,Precinct 48,38.943463711,-77.0297041179,,2024/03/13 22:25:00+00,2024/03/14 00:00:00+00,491568902,
-76.9844701795139,38.8997061338682,24038794,2024/03/14 23:25:00+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF MARYLAND AVENUE NE,401347.32,136871.93,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,38.8996983452,-76.9844679008,,2024/03/14 17:59:00+00,2024/03/14 18:13:00+00,491568903,
-77.0318028942453,38.9345765243048,24039463,2024/03/16 00:15:50+00,EVENING,OTHERS,THEFT F/AUTO,1329 - 1399 BLOCK OF OTIS PLACE NW,397242.83,140743.2,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 41,38.9345687303,-77.0318005987,,2024/03/15 17:30:00+00,2024/03/15 17:45:00+00,491568904,
-77.0324716226086,38.9793980400847,24039596,2024/03/16 04:12:43+00,MIDNIGHT,OTHERS,THEFT/OTHER,1319 - 1399 BLOCK OF GERANIUM STREET NW,397186.62,145718.82,4,4A,4,401,Cluster 16,001600 3,001600,Precinct 62,38.9793902371,-77.0324693241,,2024/03/15 23:48:00+00,2024/03/15 23:49:00+00,491568905,
-77.0240796835097,38.8783592417759,24035634,2024/03/11 19:48:22+00,EVENING,OTHERS,THEFT/OTHER,700 - 749 BLOCK OF WHARF STREET SW,397910.8,134502.42,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,38.8783514588,-77.0240773938,SOUTHWEST,2024/03/08 12:10:00+00,2024/03/08 12:13:00+00,491569220,
-76.9708336862732,38.8979218515098,24036047,2024/03/09 11:48:44+00,MIDNIGHT,OTHERS,BURGLARY,2500 - 2598 BLOCK OF BENNING ROAD NE,402530.27,136674.15,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8979140626,-76.9708314119,,2024/03/07 08:39:00+00,2024/03/07 08:45:00+00,491569221,
-77.0117062368917,38.9025242134903,24036487,2024/03/10 11:45:42+00,DAY,OTHERS,MOTOR VEHICLE THEFT,43 - 99 BLOCK OF K STREET NW,398984.79,137184.71,6,6E,1,102,Cluster 8,004704 1,004704,Precinct 1,38.9025164252,-77.0117039496,,2024/03/07 01:00:00+00,2024/03/07 09:00:00+00,491569222,
-76.9915284007744,38.8434402250629,24037026,2024/03/11 18:41:36+00,DAY,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF 11TH PLACE SE,400735.639678636,130625.914742651,8,8C,7,705,Cluster 39,007304 2,007304,Precinct 120,38.8434324484,-76.9915261236,,2024/03/11 15:35:00+00,2024/03/11 16:08:00+00,491569223,
-77.0332566388807,38.9096593644672,24037492,2024/03/12 11:59:41+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2024/03/12 10:50:00+00,2024/03/12 10:54:00+00,491569224,
-77.0056704287145,38.9111221408919,24037769,2024/03/12 20:45:31+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,100 - 149 BLOCK OF Q STREET NE,399508.4,138139.1,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,38.9111143507,-77.0056681427,NOMA,2024/03/12 20:32:00+00,2024/03/12 20:43:00+00,491569225,
-77.0121737263702,38.9037399819811,24037893,2024/03/13 01:42:49+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,L STREET NW AND 1ST STREET NW,398944.25761293,137319.67536485,6,6E,1,102,Cluster 8,004704 2,004704,Precinct 1,38.9037321932,-77.0121714387,,2024/03/12 23:09:00+00,2024/03/13 00:20:00+00,491569226,
-77.0639843616962,38.9086257512635,24037936,2024/03/13 01:36:25+00,EVENING,OTHERS,THEFT/OTHER,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,394450.62,137863.91,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,38.9086179637,-77.0639820577,GEORGETOWN,2024/03/13 00:32:00+00,2024/03/13 00:35:00+00,491569227,
-77.0327321588336,38.9295246790098,24038339,2024/03/13 20:57:32+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/03/13 19:34:00+00,2024/03/13 20:26:00+00,491569228,
-76.9973177372149,38.8851420886596,24013482,2024/01/28 01:58:54+00,EVENING,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6,6B,1,107,Cluster 26,006500 1,006500,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2024/01/27 19:12:00+00,2024/01/27 20:00:00+00,491569245,
-77.0249774281533,38.9072460197783,24013583,2024/01/28 01:16:38+00,EVENING,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF N STREET NW,397833.78,137709.1,2,2G,3,307,Cluster 7,004902 1,004902,Precinct 129,38.9072382311,-77.0249751364,,2024/01/27 22:21:00+00,2024/01/27 22:22:00+00,491569246,
-77.0345593328975,38.9100253557788,24014243,2024/01/29 04:21:17+00,MIDNIGHT,OTHERS,THEFT/OTHER,1500 - 1523 BLOCK OF 15TH STREET NW,397002.81,138017.9,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,38.9100175668,-77.034557038,,2024/01/29 03:39:00+00,2024/01/29 04:15:00+00,491569247,
-77.0229835388427,38.9029507962568,24014392,2024/01/29 19:05:29+00,DAY,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF MT VERNON PLACE NW,398006.6,137232.25,2,2G,3,307,Cluster 8,004902 3,004902,Precinct 129,38.9029430083,-77.022981248,DOWNTOWN,2024/01/26 14:45:00+00,2024/01/26 20:00:00+00,491569248,
-77.024730275322,38.9289647978429,24014778,2024/01/30 09:27:05+00,MIDNIGHT,GUN,ROBBERY,700 - 999 BLOCK OF IRVING STREET NW,397855.87,140120.06,1,1E,4,409,Cluster 2,003100 1,003100,Precinct 38,38.9289570047,-77.0247279823,,2024/01/30 02:24:00+00,2024/01/30 04:30:00+00,491569249,
-77.0642481813909,38.9141545676767,24015519,2024/01/31 14:46:55+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF 32ND STREET NW,394428.17,138477.67,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,38.914146779,-77.064245877,,2024/01/30 20:30:00+00,2024/01/31 14:30:00+00,491569250,
-77.0327321588336,38.9295246790098,24015902,2024/02/01 01:54:05+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/02/01 01:00:00+00,,491569251,
-77.0327321588336,38.9295246790098,24016405,2024/02/01 23:49:51+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/02/01 23:21:00+00,,491569252,
-77.040877886926,38.9238776823034,24016462,2024/02/03 02:58:54+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2024/02/02 01:07:00+00,2024/02/02 02:07:00+00,491569253,
-77.0327321588336,38.9295246790098,24016940,2024/02/03 00:11:17+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/02/02 23:05:00+00,2024/02/03 00:00:00+00,491569254,
-77.0237933230735,38.8794810256932,24016969,2024/02/03 02:11:19+00,EVENING,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF MAINE AVENUE SW,397935.68,134626.94,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,38.8794732425,-77.0237910334,SOUTHWEST,2024/02/02 23:37:00+00,2024/02/03 00:45:00+00,491569255,
-76.9580578714817,38.8897948449568,24000504,2024/01/02 02:55:28+00,EVENING,OTHERS,THEFT F/AUTO,2300 - 3955 BLOCK OF EAST CAPITOL STREET,403638.94,135772.42,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8897870573,-76.9580556016,,2023/12/31 17:30:00+00,2024/01/01 23:42:00+00,491569653,
-77.0090531880682,38.9100149824925,24000940,2024/01/02 21:44:43+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1500 - 1522 BLOCK OF NORTH CAPITOL STREET,399215,138016.22,5,5F,5,501,Cluster 21,010601 1,010601,Precinct 75,38.9100071926,-77.0090509011,NOMA,2024/01/01 09:00:00+00,2024/01/02 15:45:00+00,491569654,
-77.0288515563742,38.9013359174236,24000951,2024/01/02 22:43:59+00,EVENING,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF I STREET NW,397497.55,137053.13,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,38.90132813,-77.0288492638,DOWNTOWN,2023/12/31 06:00:00+00,2023/12/31 09:00:00+00,491569655,
-76.9829309748184,38.8966746048705,24001721,2024/01/04 12:33:38+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1500 - 1599 BLOCK OF F STREET NE,401480.9,136535.43,7,7D,5,507,Cluster 25,007901 3,007901,Precinct 81,38.8966668167,-76.9829286968,,2024/01/04 02:00:00+00,2024/01/04 12:32:00+00,491569656,
-77.018011073069,38.9388817372242,24001731,2024/01/04 13:40:20+00,DAY,OTHERS,MOTOR VEHICLE THEFT,400 - 499 BLOCK OF RANDOLPH STREET NW,398438.7,141220.79,4,4C,4,407,Cluster 18,002301 1,002301,Precinct 45,38.9388739419,-77.0180087815,,2024/01/04 12:57:00+00,2024/01/04 13:39:00+00,491569657,
-76.9253236542197,38.8832066691891,24002048,2024/01/05 00:02:07+00,EVENING,OTHERS,THEFT/OTHER,5300 - 5399 BLOCK OF D STREET SE,406479.435811966,135042.895706751,7,7E,6,604,Cluster 33,009905 3,009905,Precinct 105,38.8831988817,-76.9253213948,,2024/01/04 23:41:00+00,2024/01/04 23:58:00+00,491569658,
-76.9541770944866,38.869622853418,24017966,2024/02/05 01:12:04+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3500 - 3599 BLOCK OF HIGHWOOD DRIVE SE,403976.745569643,133533.33778535,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,38.8696150695,-76.9541748274,,2024/02/05 00:37:00+00,2024/02/05 01:11:00+00,491569697,
-77.0082633083115,38.8784165635045,24019063,2024/02/07 03:10:34+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1 - 49 BLOCK OF K STREET SE,399283.19,134508.54,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.87840878,-77.0082610235,CAPITOL RIVERFRONT,2024/02/06 21:57:00+00,2024/02/06 23:40:00+00,491569698,
-76.9354297407986,38.8848477545017,24019741,2024/02/08 01:49:24+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,4613 - 4699 BLOCK OF BENNING ROAD SE,405602.46,135224.4,7,7E,6,604,Cluster 33,009907 2,009907,Precinct 103,38.884839967,-76.9354274783,,2024/02/07 22:26:00+00,2024/02/08 01:30:00+00,491569699,
-77.0639843616962,38.9086257512635,24020433,2024/02/09 05:22:15+00,MIDNIGHT,OTHERS,THEFT/OTHER,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,394450.62,137863.91,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,38.9086179637,-77.0639820577,GEORGETOWN,2024/02/09 04:00:00+00,,491569700,
-77.0275537618533,38.9009307645106,24020645,2024/02/10 11:13:21+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW YORK AVENUE NW,397610.11,137008.12,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,38.9009229772,-77.0275514697,DOWNTOWN,2024/02/09 17:10:00+00,2024/02/09 17:35:00+00,491569701,
-76.9705748419425,38.8545722101816,24020899,2024/02/10 02:49:23+00,EVENING,OTHERS,BURGLARY,2900 - 2999 BLOCK OF KNOX PLACE SE,402554.274784323,131862.020727799,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,38.8545644303,-76.9705725705,,2024/02/10 00:20:00+00,,491569702,
-76.9973099144184,38.8989155701734,24021145,2024/02/10 15:38:29+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF G STREET NE,400233.55,136784.06,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,38.8989077821,-76.9973076318,,2024/02/09 16:57:00+00,2024/02/09 22:00:00+00,491569703,
-77.0896270049875,38.9447918941449,24021377,2024/02/11 20:23:22+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4500 - 4599 BLOCK OF WARREN STREET NW,392230.49,141880.53,3,3E,2,202,Cluster 11,001003 3,001003,Precinct 30,38.9447841003,-77.0896246908,,2024/02/10 02:00:00+00,2024/02/10 15:00:00+00,491569704,
-77.0018259930025,38.9564899747047,24021623,2024/02/11 10:49:45+00,MIDNIGHT,GUN,ROBBERY,5530 - 5599 BLOCK OF SOUTH DAKOTA AVENUE NE,399841.93,143175.31,4,4B,4,406,Cluster 19,009507 1,009507,Precinct 65,38.9564821752,-77.0018237054,,2024/02/11 09:02:00+00,2024/02/11 10:20:00+00,491569705,
-76.9680647874321,38.9239813627104,24022046,2024/02/12 11:30:44+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2600 - 2699 BLOCK OF 28TH STREET NE,402769.45,139567.05,5,5C,5,503,Cluster 22,011100 1,011100,Precinct 71,38.9239735685,-76.9680625124,,2024/02/12 10:38:00+00,2024/02/12 11:18:00+00,491569706,
-77.0108597185204,38.9072439512709,24023516,2024/02/15 00:30:13+00,EVENING,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF N STREET NW,399058.28,137708.63,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.907236162,-77.0108574312,,2024/01/29 05:01:00+00,2024/02/15 00:30:00+00,491569707,
-77.0101216177612,38.9560476052084,24024170,2024/02/16 05:20:47+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,5400 - 5499 BLOCK OF 1ST PLACE NW,399122.9,143126.25,4,4B,4,406,Cluster 17,002102 2,002102,Precinct 57,38.9560398061,-77.0101193276,,2024/02/15 22:00:00+00,2024/02/16 04:00:00+00,491569708,
-77.0332438056735,38.917004587679,24024172,2024/02/16 05:03:27+00,MIDNIGHT,GUN,ROBBERY,1400 - 1499 BLOCK OF U STREET NW,397117.19,138792.61,1,1B,3,301,Cluster 3,004300 2,004300,Precinct 22,38.9169967973,-77.0332415107,,2024/02/16 04:41:00+00,,491569709,
-76.9957829418829,38.8574531275046,24016836,2024/02/03 01:23:20+00,EVENING,OTHERS,THEFT/OTHER,2632 - 2663 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400366.22,132181.42,8,8C,7,703,Cluster 37,007401 2,007401,Precinct 119,38.8574453477,-76.9957806623,ANACOSTIA,2024/02/02 19:09:00+00,2024/02/02 21:15:00+00,491570046,
-76.9469671468099,38.8933572691211,24017792,2024/02/04 18:38:24+00,DAY,OTHERS,THEFT/OTHER,300 - 499 BLOCK OF 40TH STREET NE,404600.899906223,136168.377435795,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8933494806,-76.9469648801,,2024/02/04 17:27:00+00,2024/02/04 18:19:00+00,491570047,
-76.9469671468099,38.8933572691211,24017825,2024/02/04 20:16:06+00,EVENING,OTHERS,THEFT/OTHER,300 - 499 BLOCK OF 40TH STREET NE,404600.899906223,136168.377435795,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8933494806,-76.9469648801,,2024/02/04 19:36:00+00,2024/02/04 19:57:00+00,491570048,
-76.9937578770246,38.9215924980366,24002256,2024/01/05 18:20:22+00,DAY,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2024/01/05 13:05:00+00,2024/01/05 13:29:00+00,491570049,
